bayesian network	deep learning	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
black bag operation	biogeography-based optimization 	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
black bag operation	deep learning	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
black bag operation	mathematical optimization	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
neuron	coefficient	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
neuron	mathematical optimization	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
biogeography-based optimization 	deep learning	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
biogeography-based optimization 	mathematical optimization	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
deep learning	mathematical optimization	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
coefficient	mathematical optimization	{'7834617f815e5dc86f36c87e91ab874b6f585b7c': 2}
mathematical optimization	experiment	{'45f51213d1528cf80f52479a73d0e5029183d5ac': 2}
artificial neural network	bayesian network	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
artificial neural network	dropout (neural networks)	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
artificial neural network	variational principle	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
artificial neural network	nonlinear system	{'9bb783a1070252da867412d1e38fff8a06b8e4c8': 4, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 4, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, 'ebd82e178a03ca6cfadd9d40c073ea15d26fca7d': 2, 'fe66c734460da7de2345e6339c104b4322cbdd4c': 2, 'd3afe3566a7c47dc157553ac27da43011c248b3b': 2, '5a01d3a12a76536b3c8066bdda31475e4700e7d1': 2}
artificial neural network	deep learning	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2, '9c4a0c6adfe93eb5abf07c8178e687fbe45027b0': 2, '06112252d8032f58d77048df247759fe5a6bd8a8': 2, '4c3135759c6718d23d2048191ecd6deabe6b24fd': 2, 'd7253fac8cee923ebe0848bd8f5d501f8fc0404d': 2, 'f60860df8b859c74423d3847400e01f5c8780dab': 2}
artificial neural network	computation	{'0e62329cfc86ddac9bb1399dffd2e8b542fe8db7': 2}
artificial neural network	approximation algorithm	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
artificial neural network	machine learning	{'9c4a0c6adfe93eb5abf07c8178e687fbe45027b0': 2, '06112252d8032f58d77048df247759fe5a6bd8a8': 2, '4c3135759c6718d23d2048191ecd6deabe6b24fd': 2, 'd7253fac8cee923ebe0848bd8f5d501f8fc0404d': 2}
artificial neural network	reinforcement learning	{'f3577d207b1dcd11c50a8035875f4842e009b3e2': 2, '5dc37355cb8ede943eba3b4b7ffe6df76b93af3e': 3}
bayesian network	dropout (neural networks)	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
bayesian network	variational principle	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
bayesian network	approximation algorithm	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
dropout (neural networks)	variational principle	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
dropout (neural networks)	deep learning	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
dropout (neural networks)	approximation algorithm	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
mnist database	computation	{'80d65b30be8529a2d80affa6ba464e958b218fa6': 2}
variational principle	deep learning	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
variational principle	approximation algorithm	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
nonlinear system	approximation algorithm	{'8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2, '74e497f96ff25cc4421379900d021865b916766a': 2, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, '4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, 'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, '2d511ad1699965b89a2039e8b92a83e41b7b7aa5': 2, '9bb783a1070252da867412d1e38fff8a06b8e4c8': 2}
deep learning	approximation algorithm	{'e25a2a64393f74530c4f1a71f4c00b5123bb88e2': 2, 'f4e99ebba7479fdef5bb4fa35468298dc12ad1fa': 2}
deep learning	machine learning	{'9c4a0c6adfe93eb5abf07c8178e687fbe45027b0': 2, '06112252d8032f58d77048df247759fe5a6bd8a8': 2, '4c3135759c6718d23d2048191ecd6deabe6b24fd': 2, 'd7253fac8cee923ebe0848bd8f5d501f8fc0404d': 2}
computer science	algorithm	{'081b6c52148d7aba0b73de5096055f3de063ed04': 2}
particle swarm optimization	algorithm	{'91ff13799fd1521e92351d748ad95c86f434fa9e': 2, '17eceef261c7bac8d4842dd0b595ad8e720b4ac8': 2}
simulation	algorithm	{'b9ac9d0f70f371e9159fb46ff132e061629216b7': 2, '9fffe67252ee6ab12aceee97367bf1252dc5bfd0': 2}
algorithm	experiment	{'a6c3dfe1c3e344f0ab89d549c677e6fa1efa5e30': 2, '83596fabcb440db2f3a5bd6f953a2d553f1102b3': 2}
sensor	computation	{'0e62329cfc86ddac9bb1399dffd2e8b542fe8db7': 2}
object detection	computer vision	{'09040a522cfa8ad21e04dbabe4eef9001f893dfb': 2, '415647eaa76f04bd9e68b0a306146a7556c7fd33': 2}
mapping ambiguous terms	entity disambiguation	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
mapping ambiguous terms	language text	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
mapping ambiguous terms	structured data	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
mapping ambiguous terms	knowledge base	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
mapping ambiguous terms	resource description framework	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
mapping ambiguous terms	textual documents	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
entity disambiguation	language text	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
entity disambiguation	structured data	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
entity disambiguation	knowledge base	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
entity disambiguation	resource description framework	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
entity disambiguation	textual documents	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
language text	structured data	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
language text	knowledge base	{'ead1e45de146b6a9513fda2eaabf9c418974b17b': 2, 'a339cf43ec10ed5bc30087e0e492adf82a0e514a': 2}
